,text,gpt-4o-mini_response
542,ใครชอบมะเขือเทศลูกเล็กๆ มันมีหลายพันธุ์เลยเรียกไม่ถูก5555555 ในงานเกษตรแฟร์แถวโซนศร4 สามารถเลือกเองได้ด้วย กระปุกละ40 แนะนำงับ,positive
543,วันนี้มีใครไปงานเกษตรเเฟร์มั้ยคะ เราอยากฝากอุดหนุนขนมของคุณลุงท่านนึง แต่นำขนมไปแบ่งทานกันได้เลยนะคะ ใครสะดวกบอกเราทีค่ะ,neutral
544,เกษตรแฟร์ช่วงเที่ยงๆบ่ายๆมีของขายเยอะยังคะ เราจะเอารถส่วนตัวไป ไม่อยากไปเย็นกลัวไม่มีที่จอดค่ะ🥺,neutral
545,ทำไมไม่มีพูดถึงหนังกลางแปลง มันดีมากๆนะ ฟิลคือใช่ เรื่องดีๆทั้งนั้น เงียบสงบ มานั่งกินไม่วุ่ยวาย เหมาะสำหรับคนที่ไม่ชอบคนเยอะแบบฉันมากๆ 😉,positive
546,ใครจะไปเกษตรแฟร์ แนะนำ โซนนิสิต M88 “บราวปั่นมั๊ยเตง”แนะนำ ดีจริงๆ อร่อยด้วย ไม่แพงเลย แก้วละ49บาทเอง อยากไปกินทุกวัน 🥺💗,positive
547,ร้านสตรอเบอรี่ที่แปะป้ายว่า 80 บาทนี่ร้านเดียวกับปีที่แล้วที่มีคนร้องเรียนว่าซื้อจริงกล่องละ150ไหม คือปีนี้โดนอีกละ แปเป้ายว่ากล่องละ 80 บาท พอไปซื้อกลายเป็นกล่องละ 150 สรุปก็คือแปะป้ายเดียว แต่ขายหลายแบบ หลายราคา ทำไมไม่แปะให้ครบทุกแบบวะ,negative
548,รีวิว เดินเบียด ปวดขา ปวดหลัง เพื่อมากินกุ่ยฉ่ายบางกรอบร้านละกลับ จบการรีวิวคะ,negative
549,เดินกันขาลาก!!! จบที่ได้เสื้อยืดแตงโมยุค Y2K ไปใส่ สบายใจ🍉,positive
550,หมูปิ้งอร่อยมาก 😁 ใครไป อุดหนุนน้องๆได้นะครับ,positive
551,แนะนำกดเงินสดไปเผื่อนะคะ แสกนจ่ายบางทีเนตไม่โหลดเพราะคนเยอะ เงินสดสะดวกกว่า,neutral
552,นี่โดนไม้แบบไม้เสียบลูกชิ้นที่ถูกทิ้งอยู่บนพื้นสนามหญ้าทิ่มที่เท้า เลือดเลยแต่แผลไม่ได้ใหญ่ เล็กๆเลยไม่เป็นไร ทุกคนระวังกันด้วยนะคะ,negative
553,เหลี่ยมทุกอย่าง ทั้งเก็บเงินแบบเว่อวัง แล้วมาบอกว่าม.ไม่รัก,negative
554,คะมะม่วงเบาแพงมาก ทุกคนถามราคาดีๆนะ,neutral
555,ใครไปเกษตรแฟร์ ระวังโจรล้วงกระเป๋านะคะ เพื่อนเราโดนล้วงโทรศัพท์ในงานเกษตรแฟร์ไปค่ะ ตอนนี้ก็ยังไม่ได้คืน ระวังกันด้วยนะคะ,negative
556,ทับใจทิสุดดดดดด อร่อยแบบงงๆว่าอร่อยได้ไง,positive
557,รุ่นน้องโดนขโมยโทรศัพท์ในงาน น่ากลัวมากเลย ระวังกันด้วยนะทุกคน,negative
558,ทุกคนรอบตัวได้ตุ๊กตาเป็ดยกเว้นผม🥺🥺,negative
559,@wolsipa ตอนแรกว่า จะถ่ายทุกอย่าง แค่ถือของกิน ก็ไม่มีมือ ถือกล้องแล้ว,neutral
560,พาตะลุยงานเกษตรแฟร์ปี66 ฉบับเกดซี่กัน 😘🥰 ขอลกินแบบจุก จุก!! ไม่พูดเยอะ,positive
561,ทำไมต้องมองเลาด้วยสายตาแบบนั้น...😅😅😅,neutral
562,โอวินตินขายตรงไหนอะ เราหาไม่เจอเลยTT,neutral
563,ห้องน้ำอยู่ไหนคะ,neutral
564,ไม้อื่นก็มีจ้ะะะะะ 🌼🏵️🌺💮🌸,neutral
565,ขอโทษนะคะ วันนี้จะหาเพื่อนเจอไหม เดินวนไม่ถึงสักที ใหญ่ไปไหนแม่,neutral
566,ร้านต่างๆเริ่มเปิดกันตั้งแต่กี่โมงคะ ถ้าไม่ไปช่วงเย็นของจะขายเยอะมั้ย,neutral
567,ประเด็นคือมันไม่ควรทิ้งค่ะ มันไม่ใช่ที่ทิ้งขยะ และถึงมันจะมีถังขยะน้อยก็ไม่ควรทิ้งค่ะ จิตสำนึกเนาะ อีกอย่างเลยคือสังเกตมาทุกที่ทุกตลาดนัดคือเห็นเสาไฟ โคนต้นไม้ เป็นไม่ได้ วางสุมกันตามโคนเสาโคนต้นอยากถามว่าเป็นอะไรก๊อนนน,negative
568,ร้านสง่าม.เกษตร ลุงป้าคือพูดจาดีมากกก แบบดีเลยอ่ะน่ารัก หาเล่มไหนไม่เจอก็หาให้ ใครไปเกษตรแฟร์ก็แวะไปได้นะคะ อยู่ตรงโรงอาหารบาร์ใหม่ เปิดแมพดูได้ค่ะ💗,positive
569,ข้าวโพดชีสร้านไหนอร่อย,neutral
570,หาเพื่อนเดินเกษตรแฟร์วันนี้ครับ,neutral
571,เราไม่แน่ใจว่าระหว่างวันคนเลี้ยงได้ให้อาหารน้องบ้างมั้ย แต่สภาพน้องๆหมูแคระที่เราเห็นคือดูอิดโรย และดูหิวโหย แบบพอคนซื้ออาหารไปป้อน น้องก็เหยียบแย่งกันกินอาหารเหมือนไม่ได้กินอะไรมาเลย,negative
572,ทำไมรู้สึกว่ามันอร่อยกว่าแบบแก้ว555555 📍พิกัด 👉🏻 ปักให้ในเม้นนะ แบบนี้มีอยู่ร้านเดียว,positive
573,ฝนหยุดรึยังค้า ;-;,neutral
574,จอดรถไหนได้บ้าง,neutral
575,ฝนหยุดตกยังคะ,neutral
576,เอารถยนต์ไปสามารถจอดตรงไหนได้บ้างหรอครับ,neutral
577,ฝนยังตกอยู่ไหมคะ,neutral
578,ฝนหยุดตกยังคะTT,neutral
579,ฝนหยุดตกยังฮะ,neutral
580,เพื่อนบิดโหด จะจ้างคนไปเดินเกษตรแฟร์ด้วยละงับ😿,negative
581,ฝนตกไหมม,neutral
582,เกษตรแฟร์มีถึงวันไหนอ่ะ,neutral
583,เจอโดยองแรววว,positive
584,ตอนนี้จตุจักรฝนตกค่า เกษตรแฟร์ตกมั้ย 🥹,neutral
585,อร่อยแบบตะโกนนนนนน 😋 ต้องมากิน ทั้ง 2 ร้านนี้ โซน K,positive
586,กินจุแบบดุดันไม่เกรงใจใคร 😂 https://t.co/EGwuQgNCCa,positive
587,สดชื่น ยามสาย,positive
588,อาหารมื้อเช้า,neutral
589,ผช ภาระหมายเลข1🤣 ตัวติดขนาด สลิดทุกวินาที55,neutral
590,เราซื้อกระต่ายมา2ตัว เสียไปแล้ว1ตัว อีกตัวแอดมิดอยู่รพ. น้องท้องเสียหนักมาก โอกาสรอด20% 😢 ใครซื้อกระต่ายมาจากงานอย่าลืมพาน้องไปตรวจสุขภาพนะคะ ก่อนที่มันจะสายเกินไป คุณหมอแจ้งว่าในคอกมีสิทธิติดหมดทุกตัว,negative
591,เครียดมากกับราดช็อคโกแลต @SaranPie,negative
592,รับบทพ่อค้าหิว @SaranPie,neutral
593,เจอกันใหม่ปีหน้าชอบทุกอย่างยกเว้นคนเยอะเกิ๊น ปีแห่งคอนเทนต์คอนใจ🤣,neutral
594,ส่งการบ้านนะแม่ @godji_godji อร่อยมากจริงๆ สมกับการไปตามรอย,positive
595,ไปเล่นโซนเกมกะเอาตุ๊กตา เสียไปหลายร้อยไม่ได้ มองคนที่ได้ เห็นเเต่คนมากับแฟนละแฟนตกให้ นี่กับอิ่มเอมมองหน้าตาปริบๆ,negative
596,รุ่นพี่คนนี้จะเจอได้ที่ม.ไหนได้อีก,neutral
597,โอวัลตินบุฟเฟต์ตักท็อปปิ้งเองไม่อั้น ในงานเกษตรแฟร์ มีแค่ 2 บูธ อันนี้ของโอวัลตินมาขายเองเลย ท็อปปิ้งคือตักได้จุก มี 5 อย่างเลย  แก้วละ 55,positive
598,“เกษตรแฟร์ดีต่อใจ” 💚🫰🏻🌿,positive
599,บ่ายแล้ว ทานข้าวกลางวันกันคะ,neutral
600,ร้านนี้ก้อทีเด็ด บูธ M47 ร้าน KHOR TOAST NA ชื่อร้านน่ารักดี 😂😂😂 ขนมปังดีมากกก หอมเนย กรอบนอก นุ่มใน โคตรดี! กินคู่กะไอติมโคตรเนื้อคู่,positive
601,ฝากเตือนคนที่กำลังจะซื้อกางเกงยีนส์ร้านนี้นะคะ ถ้าโอนเงินปลายทางชื่อธัญญากร นามเขต ไม่ต้องโอนนะ เขาโกงค่ะ โกงหน้าด้านๆ ตอนนี้นางใช้ชื่อไอจีว่า,negative
602,เปิดร้านนะคะ ถูกมากกก ‼️,positive
603,คิดดู ถ้านั่งดู หนังผี,neutral
604,อุนแม่คนไหนพลัดหลงกับน้องชีต้าลีที่เกษตรแฟร์ น้องรออุนแม่มารับกลับอยู่ที่ร้านนี้ โซน K นะคับ 🥹,neutral
605,เมื่อเราไปเดินงาน,neutral
606,คนอื่นขอถ่ายรูปคู่ แต่กูขอให้เขาถ่ายคู่กัน 😂😂🤏🏻,neutral
607,เด็กหญิง สก็อตติช หาบ้าน,neutral
608,สวัสดีเช้าวันอาทิตย์ วันหยุด แต่เราไม่หยุด,neutral
609,ร้านนี้เปิดเพลงพี่มาร์คด้วยยย แล้วอร่อยมากๆๆๆเลย อูด้งเอาไปสิบนิ้วโป้งเลย,positive
610,อร่อยจนต้องมาซ้ำอีกรอบ หมูกรอบเชฟเบิร์ด มีฝั่งโซน G ด้วย 🤣,positive
611,พ่อค้าสลายตัว 🤧,negative
612,ผู้โชคดี in เกษตรแฟร์ เราร้องละ😭💖,positive
613,ของดีม.เกษตร อยากไปต่อแต่พอแล้ว ละลาย เหมาขนมปังและน้ำ บูทM51 มาทานกันเยอะๆน้า,positive
614,เมนูแนะนำเกษตรแฟร์ก็คงต้องยกให้ 2 อย่างนี้👀 อันแรกผักทอดที่เลือกผงคลุกได้ ตอนแรกไม่ได้คาดหวังแต่ผักบุ้งทอดคือเกินคาด✨อันที่2 ผลไม้เคลือบน้ำตา,positive
615,การแสดงของเจอร์ข้าวนาในงานแข่งกีฬาคณะ ก็ยังมีเนื้อหาเกี่ยวกับเพศ ทำไมถึงวนอยู่แต่เรื่องนี้ล่ะคร้าบบบ,negative
616,วันนี้วันสุดท้ายแล้วจ้า ไปกันๆ @mmikesiri,neutral
617,น้องเมษาอีกสักเซ็ต 😙❤️✨,positive
618,โทรศัพท์หายที่เกษตรแฟร์ก็คือทำไรไม่เลยจิงๆดิคนหายเยอะมากเลยนะรวมถึงนี่ด้วยโดนยขโมยไปเมื่อวาน ตำรวจไม่มีตามคดีเลยหรอ ต้องตามกันเอง เห็นว่าเป็นค,negative
619,ฮรือออออมาแร้วได้ไรผายมือค่า พระเจ้าจี,neutral
620,แอนนาเสือ ที่ เกษตรแฟร์ค่า น่ารักมาก ❤️😝😅 กดติดตามช่องไว้เลย anna_suea ค่า,positive
621,เนื้อย่างร้านนี้อร่อยมาก ใครมาเดินเกษตรแฟร์แนะนำเลยค่ะ ไม้ละ15บาท อยู่โซนบู๊ทขายอาหารของน้องๆนิสิต❤️❤️,positive
622,แอนนาเสือศิษย์เก่าม.เกษตร เที่ยวงานเกษตรแฟร์ สวยน่ารักเป็นกันเองมาก,positive
623,ไปให้กำลังใจน้องกันเยอะๆน้าาา 😊✌️,positive
624,วันนี้ก็ดีต่อใจจ้าาาา,positive
625,รีวิวร้านค้านิสิตเกษตรแฟร์66 โซน M ข้าวโพดหนุบหนับ,neutral
626,ใครจะไปเกษตรแฟร์ต้องโดน😍,positive
627,“อยากรับบทลูกน้องเลยค่ะ” 💚💛🫰🏻,positive
628,มะวานอึ้งมาก ไปงานครั้งแรก กะเล่นปาเป้าหมุนเอาแค่ตัวเล็กติดมือสักตัว แต่ได้ก๊อตซิลล่าตัวเกือบ 1.5 เมตรมา แบกกันแขนล้าเลย,positive
629,เพลงสันอะไรเอ่ยมีเนื้อหาเกี่ยวกับการข่มขืน เหยียดเพศ เหยียดหน้าตา 🫠,negative
630,สตอแยม🍓💖,positive
631,ไอติมสตอเข้าแย้ว🍓,positive
632,เด็กเอ็นที่งานเกษตรแฟร์น่ารักมาก,positive
633,ซื้อเพราะอยากกิน ❌,neutral
634,ทุกคนนนน วันนี้เราไปเกษตรแฟร์มาไปทำเจ้านี่ 🌳🌱🌿 เราแปะไอจีร้านไว้เผื่อใครสนใจ พี่ ๆ แนะนำดีมาก ราคาไม่แรง สนุกสุด ได้ของขวัญน่ารัก ๆ สวนตั้ง,positive
635,ก็ไม่ได้กินเยอะเท่าไหร่5555555,neutral
636,อยากไปนะ แต่ไม่มีที่จอดรถ,neutral
637,สุ่มแจกคนละ 1 ใบ เมนชั่นเลือกว่าเอาสีดำหรือเขียว,neutral
638,ความสุขของนู๋วววววว,positive
639,นี่เป็นคนชอบเดิน,neutral
640,เล่นคอนเสิร์ตไม่เกรงใจชาวบ้านใกล้เคียง เที่ยงคืนคนจะนอนก็ต้องตื่นมาเพราะเสียงดังมาก และมีตั้ง10กว่าคืน จะบ้าตาย ทำไมไร้มารยาทขนาดนี้,negative
641,ชงแดกที่บ้านเถอะอิสัส,negative
642,วันนี้ว่างลูกสาวชวนมางานกาชาดที่สวนลุมพินี ก็โอเคนะว่างๆอยู่ก็เลยมาครับ คนเยอะดีเหมือนกันนะครับ,positive
643,อยากให้มีราคาบัตรที่ราคาไม่แรงมากแบบนี้บ่อยๆ เราว่าทุกคนก็อยากเห็นความสามารถของน้องๆไม่ต่างจากเรา,positive
644,แบรนด์ดัง ขึ้นชื่อ พอมาอยู่ในงานกาชาด ส่วนใหญ่ทำไมคุณภาพลดลง ราคาไม่ต้องพูดถึงงานนี้ส่วนใหญ่ราคาแพงกว่าปกติทุกอย่าง ยกเว้น เสื้อผ้า เครื่องสำอาง รองเท้า.... ทอดมันปลากราย 5 ชิ้น 50 บาท แถมรสชาติไม่อร่อยอีก,negative
645,ฟิลลิ่งเหมือนพาแม่พาน้องไปเดินงานดอกฝ้ายอ่ะ ถ้ามีเวทีมีขี้เมาหน่อยๆ คือใช่เลย,neutral
646,ว่าด้วยเรื่องปลาหมึก ไข่ส่วนน้อย...สเปิร์มส่วนใหญ่ 🤣 แต่อหร่อยน่ะ,positive
647,วิจารณ์สนั่น! งานกาชาดกาฬสินธุ์ หันลำโพงเวทีเข้าหาโรงพยาบาล เปิดเพลงดังสนั่น ไม่เกรงใจผู้ป่วย ล่าสุดหันหลังเวทีและลำโพงให้โรงพยาบาลแล้ว,negative
648,ฉันจะหัวเราะทั้งวันทั้งคืน,positive
649,เสียชื่อเสียงชาวอุตรดิตถ์หมดเลย,negative
650,มา(กิน)เกือบทุกวัน 🤤🤤,positive
651,เจ็บตาย ไม่เคยเข็ด,negative
652,ได้อะไรจากงานกาชาดนอกจากของกิน .. ได้ส่องนก 😁,positive
653,ไม่เน้นของใช้ 😎,neutral
654,ก้าวต่อไป... หลงทาง😂 งานกาชาดหรือทางวงกต😂,neutral
655,เราทำเป๋าตังน้องแมวสีน้ำตาลหาย​ ในนั้นมีบัตรสำคัญและเงินจำนวนนึง​ เรานั่งอยู่บริเวณหน้าบูทสมาคมบ้านทหารบกตลอดไม่ได้เดินไปที่อื่นเลย​ ใครเจอรบกวนทักเราด้วยนะคะ🙏🏻 ​,negative
656,อยากไป,positive
657,4ใบ 100🤣🤣🤣,neutral
658,กินช่วย  วันนี้มาฝากท้องมื้อค่ำ,neutral
659,ขอรีวิวดูดวงงานกาชาดแบบแม่นๆหน่อยฮะ เลือกไม่ถูกจะดูอันไหน🤣,neutral
660,ก๋วยเตี๋ยวผัดหม่าล่า,neutral
661,ผลประกอบการ,neutral
662,ทีมไมโล แต่แก้ววิ้งหมดดด 😿,negative
663,งานกาชาดคนเยอะมากกกกกแทบจะเดินไม่ได้,neutral
664,ถือว่ามิชชั่นคอมพลีท มาถึงงานกาชาด จัดทั้งโอวัลตินและไมโลรถโรงเรียนเลย ให้ไมโลชนะนะ โอวัลตินหวานไป,positive
665,วันนี้ว่างลูกสาวชวนมางานกาชาดที่สวนลุมพินี ก็โอเคนะว่างๆอยู่ก็เลยมาครับ คนเยอะดีเหมือนกันนะครับ,positive
666,ทรูมูฟอับสัญญาณมาก,negative
667,มันฝรั่งเกลียวคลุกผงปาปิก้าอยู่ตรงไหนคะ🥺,neutral
668,มาหาของอร่อย (^^)(^^)(^^),positive
669,เพราะจังเลย,positive
670,ไปเที่ยวงานกาชาดกัน😃 สวนลุมๆ,positive
671,ฉันยังจำได้นะ ตอนนำเข้าโมเดอน่า แล้วโดนกาชาดปาดไปอ่ะ,neutral
672,เมื่อเวียนมาบรรจบ 😊,neutral
673,ฉวยโอกาส? หนุ่มโพสต์จวก เดินเที่ยวงานกาชาด สั่งก๋วยเตี๋ยวเนื้อ-หมู พร้อมน้ำเปล่า ก่อนเรียกเก็บเงินถึงกับร้องเสียงหลง ลั่น! รสชาติทำให้หมากินยังอร่อยกว่านี้?,negative
674,ไอ่เชี่ยยยย มาทั้งตี้ ตี้ใหญ่ด้วยอย่างเยอะ,neutral
675,รีวิวงานกาชาด : คนเยอะมาก.. 😶,neutral
676,ปี​นี้​ คน​เยอะ​ขึ้น​ปะ,neutral
677,โอวัลตินไม่ไหวอย่าฝืน แถวยาวจริง ๆ ทุกบูชเลย ขนาดมาตอนบ่าย ๆ นะเนี่ย คนเยอะจริง ๆ ตกค่ำ ๆ ไม่ต้องพูดถึง,neutral
678,ใครบอกไมโลของดี,neutral
679,แงๆโดนโกง ยิงปืนจุกน้ำปลา,negative
680,ข้อสรุปของงานกาชาดเมื่อวานนี้คือ ได้เซ็ตอาบน้ำ ทิชชู่ไว้ซับน้ำตา กระบอกใส่น้ำตา และนม 1 กล่อง ร่างกายจะได้แข็งแรง 55555,neutral
681,ถามว่าทำไมชอบเล่น Bingo นี่ไงคำตอบ,neutral
682,กูทำโทสับตกเป็นสิบรอบ รอยยังไม่เท่ามึงเดินชนกูครั้งเดียว ชนละไม่ขอโทษ ทำเสียงจิ๊ใส่กูอีก อีดอกทอง,negative
683,เย่ๆ...ประเดิมร้านแรก,positive
684,เพิ่งรู้ว่ามีพวงกุญแจรูปดาราช่อง 3 ให้ร่วมทำบุญกันเหมือนปีที่แล้ว (ที่หมุนกาชาปอง) เลยค่า แต่ครั้งนี้ให้ซื้อได้เลย มีของ พป อยู่น้า เผื่อใครจะมาตามหา,neutral
685,เห็นแถวโอวัลติน,neutral
686,ในที่สุดก็ได้ผ้านวม สบายใจละ,positive
687,นี่ชอบซุ้ม นมไทยเดนมาร์ก มากกว่าอร่อยกว่าด้วย แนะนำนมแบบอร่อยทั้งหมดนี่คือดีย์,positive
688,ชอบพายอัลมอนด์มากๆ คือจริงๆก็คล้ายๆครัวซองแหละแค่รูปทรงกลมๆ,positive
689,ได้กินแระ กลับได้,neutral
690,ไม่ชอบคนเยอะเลยอ่า,negative
691,ตอนเดินไม่เท่าไหร่ ตอนกลับนี่สิ รถติดชห กุจะเปงลม,negative
692,คนเป็นล้านนน อีเวร,negative
693,มาเดินสอยสลาก ได้ผ้าห่มกลับบ้านสบายใจ 😂 ขี้เกียจมาเบียดคนตอนเย็น ฮาาาา /น้ำบูธปณ.ไทย ดีอ่ะ ได้กระบอกด้วย49บ.เอง,positive
694,ไม่ทันสไลม์เล่ม1-2 ฮือ คาดว่าหมด,negative
695,อห เสียดาย ซื้อไปราคาเต็มๆ จุกๆ,negative
696,เอ้า ใครจะมาในเมืองทองคิดก่อนค่ะ นี่แค่แถวคอนโดฯทางออกไปเส้นคลองประปาเอง คงไม่ต้องบอกเนอะว่าหน้างานมอเตอร์โชว์ตรงชาเลนเจอร์จะขนาดไหน เหนื่อยแทน 😩ฝนตกอีก ติดกันไปสักชม.สองชม.ละกันนะ,negative
697,ตกลงแม่งจะขายรถหรือขายตัวว่ะ,negative
698,งงมากกับตรรกะการสกรีนคนเข้า งาน,negative
699,แนะนำให้เดินอ้อมนอกห้างไปลานจอดทางซ้ายของตึกห้างนะคะ มันจะมีโนนขึ้นไปโผล่ตรงหน้าประตู 3 พอดี สำหรับคนที่นั่งรถประจำทางมาหน้าห้าง เพราะเราก็จะทำแบบนั้น 5555 ถ้ารอประตูหน้าห้างเปิดแล้วเดินไป จสกด้านใน คิดว่าไม่ทัน,neutral
700,เบื่อ กฎหมาย บ้านเมืองนี้ ฉิบหาย บัดซบเฮงซวย ยังไงก็ต้องทน,negative
701,อยู่ๆก็รู้สึกว่างานหนังสือมันไม่ใช่เซฟโซน สงสารผู้จัด ผู้ประกอบการ แต่น่าจะมีหลายคนแพนิคกับเหตุการณ์ทำร้ายคนในงานของคนๆนั้นนะ นี่ก็เช่นกัน,neutral
702,อยากให้ผู้จัดงานฟ้องอีเคร้อยล้านอ่ะ สงสารคนแก่ที่วิ่งหนีออกจากงานถ้าเกิดมีอุบัติเหตุจนถึงแก่ชีวิตจะทำยังไง อีเคทำไหมญาติไม่ดูแล,negative
703,อยากรู้วิธีการรับมือด้วยว่า มีการรับมืออย่างไร หากเกิดเหตุความไม่สงบรึเหตุไฟไหม้อะไรแบบนี้ ปชชต้องหนีไปทางไหน อะไรยังไง กงับมาจัดทีเดิมได้ปีแรกก็โดนซะแล้ว,neutral
704,ฝากนักข่าว #AmarinTV34 #AmarinNews #thairath #ไทยรัฐ #โหนกระแส ช่องข่าวไรก็ได้ช่วยตามขุดประวัติสัมภาษณ์เจาะลึก ครอบครัว เพื่อนบ้าน ผู้ใกล้ชิด #เคร้อยล้าน ทีได้มั้ย รึว่าต้องรอให้มีความสูญเสียกว่านี้ถึงจะทำได้,neutral
705,คนไปงานหนังสือควรรวมตัวกันไปฟ้องคนที่ตะโกนว่ามีระเบิดจริง โทษเบาเกิน,negative
706,การที่ ธนาธร ดำเนินการตามกฎหมาย ส่วนตัวว่าถูกแล้ว ดู #เคร้อยล้าน เหมือนเป็นภัยสังคมจริงๆนะ แล้วส่วนตัวว่า ผจง ควรฟ้องด้วย จังหวะที่บอกว่ามีระเบิด คนหนีขนาดนั้น มันถือว่าทำให้เสียรายได้นะ,neutral
707,หลักฐานคลิปโครตชัด โครตสวะจริงๆ ไม่ใช่ไอเดนนรกนี่คนเดียวนะ รวมถึงตำรวจ กฏหมาย และ รัฐบาลเผด็จการปัจจุบันนี้ด้วยที่ปล่อยให้เหตุการณ์แบบนี้เกิดขึ้นซ้ำแล้วซ้ำเล่า นี่ยังไม่นับน้ำท่วม ที่ยังคงอยู่ และเกษตรกรที่ลำบากตอนนีอีกหลายๆปัญหานะ ไอเห้,negative
708,เห็นข่าวนี้ก็ รู้สึกไม่ค่อยดีเลย ไม่รู้ว่าเขาทำไปเพื่ออะไร สงสัยเจ้าของงาน,negative
709,คนจัดงานน่าจะฟ้องร้อง,negative
710,แบบนี้คือเจตนาฆ่าคน ประทุษร้ายเอาชีวิต ตั้งใจทำให้คนอื่นบาดเจ็บถึงตายยิ่งตะโกนว่ามีระเบิดด้วย ยิ่งเป็นการกระทำที่ร้ายแรงมากในที่สาธารณะ,negative
711,ถ้ามันมีระเบิดจริงๆคือตายนะ ตายหลายคนเลยด้วย (แล้วคนที่วิ่งเข้าไปช่วยก็ปชช.กันเองทั้งนัเน นับถือใจมาก) งานมีการตรวจคนตรวจอาวุธใดๆก่อนเข้างานมั้ย งานหนังสืองายเกมส์งานคอสที่เดียวกัน เคยดูมาตรการเข้างานคอสเพลย์ของญี่ปุ่นตรวจก่อนเข้างานเข้มมาก,neutral
712,อันตรายมากอ่ะ ‼️แล้วแบบนี้คุณ,negative
713,แค่บอกว่าเป็นคนดี รักในหลวง แล้วยังไงอ่ะ สลิ่มที่ออกมาดิ้นเรื่องไอ้ศรีโดนต่อยวันนั้น มาวันนี้เงียบเลย รักเจ้าแหละถึงปล่อยให้คนแบบนี้โหนจนเสียหาย,negative
714,ชูรูปเดียวผ่านตลอด ควรจับไอ้เห้นี่ขังคุกมากกว่ามาจับนักศึกษาที่คิดต่างนะคะคุณตำรวยหัวขวด,negative
715,การที่ออกมาข่มขู่มีระเบิดท่ามกลางสาธารณะชนมันคือการก่อการร้ายนะถ้าตำรวจปล่อยออกมาอีกถือว่าตำรวจรู้เห็นเป็นใจคนคนนึงก่อเหตุความวุ่นวายได้มากและบ่อยขนาดไหนงานหนังสือนะเว้ยควรมีเหตุการความวุ่นวายแบบนี้หรอไม่เข้าทวิตคือจะไม่รู้ข่าวเงียบเชียว🫠,negative
716,อีเหี้ย นี่ถ้ามันเอามีดมาปาดคอ คือธนาธรตายคาที่เลยนะ ทำไมตะกวดไม่ทำส้นตีนอะไรเลยวะ แล้วอ้างมีระเบิดนี่แจ้งข้อหาก่อการร้ายได้ด้วย เดี๋ยวกูรอดูตะกวดมันแถลงว่าจะเอาไงกับไอ้เหี้ยนี่ 🤬,negative
717,เห้ยตายได้เลยนะ มึงดูคอคุณธนาธรดิบิดเเบบผิดรูปไปเลย อันตรายมาก,negative
718,มันไม่มีระเบิดจริง แต่คนจะเหยียบกันตายของจริง คนวิ่งตึงๆๆๆ ภาพติดหัวคือรถเข็นเด็กล้มตะแคงแต่พ่อเด็กยังลากไปทั้งๆ แบบนั้นเพราะไม่รู้ตัว เด็กร้องไห้กันกรี๊ดกัน แม่ง คิดดูดิว่าประสบการณ์เหี้ยๆ แบบนี้จะฝังใจเด็กๆ แค่ไหน,negative
719,ทำไม .. ไม่กระทืบแม่งวะ หงุดหงิดวะ กลัวมันเหรอ อยู่กันเป็นร้อย ทำเป็นคนดี ทีพวกมึงโดนกระทืบ ทำเป็นร้อง ทั้งๆที ตำรวจประเทศเหี้ยนี่ ไม่ช่วยพวกมมึงอยู่แล้ว ... เป็นคนดีประเทศเหี้ยนี่ แล้วได้อะไร,negative
720,มึงงงงง น่ากลัวมาก และคิดดูว่าถ้ามันมีมีดจะเกิดอะไรขึ้น? ขนาดไม่ใช่คุณธนาธร เรายังตกใจอ่ะ,negative
721,ควรจับกุมดำเนินคดีอย่างถึงที่สุด ถ้าเกิดคนจำนวนมากแตกตื่นวิ่งเหยียบกันตาย นี่คือโศกนาฏกรรมเลย อย่าปล่อยให้ภัยสังคมแบบนี้มาอีก อาเบะ นรม.ญี่ปุ่น ยังไม่รอด นี่ถ้ามีอาวุธเช่นมีดหรือปืน คุณธนาธรคงไม่ได้มีโอกาสแม้แต่จะพูด,negative
722,เอาจริงป่ะ เด๋วมันก็ก่อเหตุอะไรแบบนี้อีก เพราะตำรวจไทยไม่เคยจัดการอะไรมันเลยสักครั้ง เหอะๆ,negative
723,หลักฐานชัดเจน แล้ว บอกตำรวจว่าไม่โดนตัวธนาธรนี่คือให้การเท็จได้ป่ะคะ #งานหนังสือแห่งชาติ,neutral
724,อย่าให้พื้นที่ของอารยชนเป็นพื้นที่ที่ไม่ปลอดภัย,neutral
725,ความไม่เท่าเทียมของจริง ความไม่เสมอภาคต่อหน้ากฏหมาย มันไม่เท่ากันจริงๆ,negative
726,รอดูว่าผู้ก่อเหตุ วันนี้จะได้รับโทษทางกฎหมายอย่างไร? ขอไม่เอ่ยนามและไม่ให้ค่าใดๆละกัน ตัวมลพิษสังคม,negative
727,นี่มันค่อนข้างเป็นอันตรายกับผู้อื่นแล้วนะเนี่ย,negative
728,ทำคนแตกตื่น กุวิ่งแทบจะล้มหัวฟาดพื้น คนป่วยแบบนี้ทำไมยังใช้ชีวิตอยู่ในสังคมแบบไม่มีใครทำอะไรมันได้วะ ทำคนอื่นเดือดร้อนไปหมด,negative
